peakId	1_chrom	2_start	3_end	4_type	5_nearestDistanceToTSS	6_nearestTargetTSS
chr1|3069893|3070696	chr1	3069893	3070696	Enhancer	2958	chr1:3073253-3074322|+|4933401J01Rik-201
chr1|3115050|3115553	chr1	3115050	3115553	Enhancer	13285	chr1:3102016-3102125|+|Gm26206-201
chr1|3117049|3120046	chr1	3117049	3120046	Enhancer	16531	chr1:3102016-3102125|+|Gm26206-201
chr1|3203633|3205832	chr1	3203633	3205832	Enhancer	48024	chr1:3252757-3253236|+|Gm18956-201
chr1|3219059|3220989	chr1	3219059	3220989	Enhancer	32733	chr1:3252757-3253236|+|Gm18956-201
chr1|3244079|3245229	chr1	3244079	3245229	Enhancer	8103	chr1:3252757-3253236|+|Gm18956-201
chr1|3270727|3274415	chr1	3270727	3274415	Enhancer	19814	chr1:3252757-3253236|+|Gm18956-201
chr1|3324483|3324903	chr1	3324483	3324903	Enhancer	43856	chr1:3365731-3368549|-|Gm37180-201
chr1|3338512|3340426	chr1	3338512	3340426	Enhancer	29080	chr1:3365731-3368549|-|Gm37180-201
chr1|3365692|3368667	chr1	3365692	3368667	Promoter	0	chr1:3365731-3368549|-|Gm37180-201
chr1|3387404|3389870	chr1	3387404	3389870	Enhancer	10849	chr1:3375556-3377788|-|Gm37363-201
chr1|3397253|3399374	chr1	3397253	3399374	Enhancer	20525	chr1:3375556-3377788|-|Gm37363-201
chr1|3429085|3430916	chr1	3429085	3430916	Enhancer	36586	chr1:3466587-3513553|+|Gm1992-201
chr1|3455020|3455438	chr1	3455020	3455438	Enhancer	11358	chr1:3466587-3513553|+|Gm1992-201
chr1|3510592|3511495	chr1	3510592	3511495	Enhancer	3463	chr1:3512451-3514507|-|Gm37329-201
chr1|3526676|3528444	chr1	3526676	3528444	Enhancer	4235	chr1:3531795-3532720|+|Gm7341-201
chr1|3619113|3620681	chr1	3619113	3620681	Enhancer	23994	chr1:3592892-3595903|-|Gm38148-201
chr1|3635468|3636126	chr1	3635468	3636126	Enhancer	23107	chr1:3647309-3658904|-|Gm19938-201
chr1|3705597|3706685	chr1	3705597	3706685	Enhancer	25986	chr1:3680155-3681788|+|Gm10568-201
chr1|3751435|3753882	chr1	3751435	3753882	Promoter	0	chr1:3752010-3754360|+|Gm38385-201
chr1|3789342|3790701	chr1	3789342	3790701	Enhancer	6088	chr1:3783876-3783933|-|Gm27396-201
chr1|3875683|3875988	chr1	3875683	3875988	Enhancer	91902	chr1:3783876-3783933|-|Gm27396-201
chr1|3884689|3885570	chr1	3884689	3885570	Enhancer	100854	chr1:3984225-3985984|-|Gm37381-201
chr1|3898404|3901212	chr1	3898404	3901212	Enhancer	86176	chr1:3984225-3985984|-|Gm37381-201
chr1|3934570|3938937	chr1	3934570	3938937	Enhancer	49230	chr1:3984225-3985984|-|Gm37381-201
chr1|3981872|3982461	chr1	3981872	3982461	Enhancer	3817	chr1:3984225-3985984|-|Gm37381-201
chr1|4037856|4039449	chr1	4037856	4039449	Enhancer	52437	chr1:3905739-3986215|-|Gm37381-202
chr1|4070811|4071834	chr1	4070811	4071834	Enhancer	85107	chr1:3905739-3986215|-|Gm37381-202
chr1|4086244|4088886	chr1	4086244	4088886	Enhancer	101350	chr1:3905739-3986215|-|Gm37381-202
chr1|4424494|4424923	chr1	4424494	4424923	Enhancer	15467	chr1:3999557-4409241|-|Rp1-203
chr1|4518305|4518516	chr1	4518305	4518516	Enhancer	4494	chr1:4522905-4526737|+|Gm7357-201
chr1|5344433|5346884	chr1	5344433	5346884	Enhancer	37919	chr1:5307739-5310017|+|Gm37567-201
chr1|5420599|5421707	chr1	5420599	5421707	Enhancer	17606	chr1:5403547-5405578|+|Gm38264-201
chr1|5481663|5483347	chr1	5481663	5483347	Enhancer	78958	chr1:5403547-5405578|+|Gm38264-201
chr1|5485662|5486846	chr1	5485662	5486846	Enhancer	82707	chr1:5403547-5405578|+|Gm38264-201
chr1|5488444|5489372	chr1	5488444	5489372	Enhancer	85361	chr1:5403547-5405578|+|Gm38264-201
chr1|5596241|5597376	chr1	5596241	5597376	Enhancer	7867	chr1:5588941-5604014|+|Oprk1-203
chr1|5601584|5602792	chr1	5601584	5602792	Enhancer	13247	chr1:5588941-5604014|+|Oprk1-203
chr1|5607776|5610022	chr1	5607776	5610022	Enhancer	9331	chr1:5617837-5618230|-|Gm36965-201
chr1|5696766|5697173	chr1	5696766	5697173	Enhancer	52224	chr1:5644645-5644745|-|Gm22463-201
chr1|5758864|5759693	chr1	5758864	5759693	Enhancer	85393	chr1:5842874-5844672|-|Gm37429-201
chr1|5800813|5802322	chr1	5800813	5802322	Enhancer	43104	chr1:5842874-5844672|-|Gm37429-201
chr1|5828821|5829881	chr1	5828821	5829881	Enhancer	15321	chr1:5842874-5844672|-|Gm37429-201
chr1|5862081|5863593	chr1	5862081	5863593	Enhancer	18165	chr1:5842874-5844672|-|Gm37429-201
chr1|5987769|5990319	chr1	5987769	5990319	Enhancer	61001	chr1:6048963-6050045|-|Gm19214-201
chr1|6045945|6047777	chr1	6045945	6047777	Enhancer	3184	chr1:6048963-6050045|-|Gm19214-201
chr1|6356223|6357196	chr1	6356223	6357196	Enhancer	2508	chr1:6359218-6394731|+|Alkal1-201
chr1|6494150|6496118	chr1	6494150	6496118	Enhancer	7803	chr1:6487331-6860940|+|St18-204
chr1|6500351|6502519	chr1	6500351	6502519	Enhancer	14104	chr1:6487331-6860940|+|St18-204
chr1|6588840|6589996	chr1	6588840	6589996	Enhancer	102087	chr1:6487331-6860940|+|St18-204
chr1|6609963|6612191	chr1	6609963	6612191	Enhancer	118974	chr1:6730051-6860940|+|St18-201
chr1|6614150|6614559	chr1	6614150	6614559	Enhancer	115696	chr1:6730051-6860940|+|St18-201
chr1|6653855|6655550	chr1	6653855	6655550	Enhancer	75348	chr1:6730051-6860940|+|St18-201
chr1|6656728|6659221	chr1	6656728	6659221	Enhancer	72076	chr1:6730051-6860940|+|St18-201
chr1|6725195|6726863	chr1	6725195	6726863	Enhancer	4022	chr1:6730051-6860940|+|St18-201
chr1|6735552|6737540	chr1	6735552	6737540	Enhancer	1029	chr1:6737575-6860940|+|St18-213
chr1|6739344|6740767	chr1	6739344	6740767	Enhancer	2480	chr1:6737575-6860940|+|St18-213
chr1|6756235|6756459	chr1	6756235	6756459	Enhancer	18772	chr1:6737575-6860940|+|St18-213
chr1|6763165|6764328	chr1	6763165	6764328	Enhancer	26171	chr1:6737575-6860940|+|St18-213
chr1|6773253|6773832	chr1	6773253	6773832	Enhancer	35967	chr1:6737575-6860940|+|St18-213
chr1|6811032|6811512	chr1	6811032	6811512	Enhancer	52879	chr1:6861237-6864151|-|Gm42492-201
chr1|6865845|6866662	chr1	6865845	6866662	Enhancer	2102	chr1:6861237-6864151|-|Gm42492-201
chr1|6929667|6930603	chr1	6929667	6930603	Promoter	0	chr1:6929759-6929788|+|Gm37275-201
chr1|7504862|7507075	chr1	7504862	7507075	Enhancer	8000	chr1:7497968-7518149|+|Gm30414-201
chr1|7515883|7517122	chr1	7515883	7517122	Enhancer	18534	chr1:7497968-7518149|+|Gm30414-201
chr1|7552105|7553757	chr1	7552105	7553757	Enhancer	38715	chr1:7591646-7591931|+|Gm37791-201
chr1|7595685|7597470	chr1	7595685	7597470	Promoter	0	chr1:7597379-7599473|+|Gm7470-201
chr1|7761954|7766100	chr1	7761954	7766100	Enhancer	33462	chr1:7728861-7730565|-|Gm38216-201
chr1|7858284|7860229	chr1	7858284	7860229	Enhancer	128691	chr1:7728861-7730565|-|Gm38216-201
chr1|7877663|7879404	chr1	7877663	7879404	Enhancer	147968	chr1:7728861-7730565|-|Gm38216-201
chr1|7903741|7907347	chr1	7903741	7907347	Enhancer	174979	chr1:7728861-7730565|-|Gm38216-201
chr1|7910856|7912199	chr1	7910856	7912199	Enhancer	180962	chr1:7728861-7730565|-|Gm38216-201
chr1|7970330|7972614	chr1	7970330	7972614	Enhancer	240907	chr1:7728861-7730565|-|Gm38216-201
chr1|7974656|7976938	chr1	7974656	7976938	Enhancer	245232	chr1:7728861-7730565|-|Gm38216-201
chr1|8036192|8037659	chr1	8036192	8037659	Enhancer	306360	chr1:7728861-7730565|-|Gm38216-201
chr1|8078147|8080293	chr1	8078147	8080293	Enhancer	348655	chr1:7728861-7730565|-|Gm38216-201
chr1|8112207|8113315	chr1	8112207	8113315	Enhancer	340730	chr1:8450960-8453491|-|Gm38024-201
chr1|8117026|8118646	chr1	8117026	8118646	Enhancer	335655	chr1:8450960-8453491|-|Gm38024-201
chr1|8284729|8285317	chr1	8284729	8285317	Enhancer	168468	chr1:8450960-8453491|-|Gm38024-201
chr1|8300993|8302133	chr1	8300993	8302133	Enhancer	151928	chr1:8450960-8453491|-|Gm38024-201
