peakId	1_chrom	2_start	3_end	4_type	5_nearestDistanceToTSS	6_nearestTargetTSS
chr1|4617494|4617788	chr1	4617494	4617788	Enhancer	7170	chr1:4610471-4611406|+|Gm7369-201
chr1|9811076|9811973	chr1	9811076	9811973	Enhancer	8971	chr1:9802197-9802553|-|Gm6195-201
chr1|9908623|9908728	chr1	9908623	9908728	Promoter	0	chr1:9908638-9922525|+|Mcmdc2-201,chr1:9908668-9940452|+|Mcmdc2-203,chr1:9908670-9942085|+|Mcmdc2-204
chr1|10009013|10009480	chr1	10009013	10009480	Promoter	0	chr1:9968624-10009136|-|Ppp1r42-201
chr1|10993103|10993808	chr1	10993103	10993808	Promoter	0	chr1:10993465-11303681|+|Prex2-201
chr1|12835506|12836204	chr1	12835506	12836204	Enhancer	117326	chr1:12718529-12860377|+|Sulf1-201
chr1|13203817|13204047	chr1	13203817	13204047	Enhancer	24218	chr1:13177462-13179714|-|Gm38376-201
chr1|13301558|13302488	chr1	13301558	13302488	Enhancer	3116	chr1:13297036-13298907|-|Gm37702-201
chr1|13305495|13306573	chr1	13305495	13306573	Enhancer	7127	chr1:13297036-13298907|-|Gm37702-201
chr1|13356833|13357247	chr1	13356833	13357247	Promoter	310	chr1:13354483-13356730|-|Gm38380-201
chr1|13427742|13428075	chr1	13427742	13428075	Enhancer	20253	chr1:13407012-13407655|-|Gm7593-201
chr1|14301348|14301426	chr1	14301348	14301426	Enhancer	3183	chr1:14170643-14304570|-|Eya1-209
chr1|15850071|15851128	chr1	15850071	15851128	Enhancer	2731	chr1:15853331-15856499|+|Gm37509-201
chr1|16652764|16655765	chr1	16652764	16655765	Enhancer	2619	chr1:16641725-16656884|-|Eloc-208
chr1|20889383|20890187	chr1	20889383	20890187	Promoter	688	chr1:20888650-20890473|-|6720483E21Rik-201
chr1|20973366|20974585	chr1	20973366	20974585	Enhancer	22287	chr1:20951688-20990841|+|Efhc1-201
chr1|20989545|20990362	chr1	20989545	20990362	Enhancer	38265	chr1:20951688-20990841|+|Efhc1-201
chr1|21101859|21103090	chr1	21101859	21103090	Enhancer	22360	chr1:21080114-21081748|+|Gm28287-201
chr1|24585887|24587618	chr1	24585887	24587618	Promoter	0	chr1:24263994-24587472|-|Col19a1-202,chr1:24279770-24587411|-|Col19a1-201
chr1|30874715|30875139	chr1	30874715	30875139	Enhancer	1346	chr1:30802339-30873581|-|Phf3-205
chr1|33574673|33575268	chr1	33574673	33575268	Enhancer	41861	chr1:33613758-33616832|-|Gm37618-201
chr1|33610405|33610563	chr1	33610405	33610563	Enhancer	6348	chr1:33613758-33616832|-|Gm37618-201
chr1|33620116|33620282	chr1	33620116	33620282	Enhancer	3367	chr1:33613758-33616832|-|Gm37618-201
chr1|33627436|33628446	chr1	33627436	33628446	Enhancer	11109	chr1:33613758-33616832|-|Gm37618-201
chr1|33755341|33756331	chr1	33755341	33756331	Enhancer	1905	chr1:33746802-33757741|-|Bag2-203
chr1|34283709|34283837	chr1	34283709	34283837	Enhancer	12645	chr1:34269882-34271128|-|A930005N03Rik-201
chr1|34432645|34433460	chr1	34432645	34433460	Promoter	0	chr1:34433121-34433199|-|Mir5103-201,chr1:34427002-34433264|-|Gm37233-201
chr1|34536360|34537998	chr1	34536360	34537998	Enhancer	1381	chr1:34538086-34538560|-|Gm28419-201
chr1|35332216|35332742	chr1	35332216	35332742	Enhancer	153395	chr1:35178956-35179084|-|Gm25096-201
chr1|35848271|35848618	chr1	35848271	35848618	Enhancer	31400	chr1:35879845-35881119|+|1110002O04Rik-201
chr1|35874862|35875674	chr1	35874862	35875674	Enhancer	4577	chr1:35879845-35881119|+|1110002O04Rik-201
chr1|35973700|35973983	chr1	35973700	35973983	Enhancer	12531	chr1:35981960-35986373|-|Gm37146-201
chr1|36024944|36025113	chr1	36024944	36025113	Enhancer	5989	chr1:36029647-36031018|-|Gm38049-201
chr1|36537550|36539175	chr1	36537550	36539175	Promoter	995	chr1:36530193-36539358|-|Gm42417-201
chr1|36643404|36645500	chr1	36643404	36645500	Enhancer	19513	chr1:36663965-36664039|+|Gm24133-201
chr1|36769982|36771051	chr1	36769982	36771051	Enhancer	4642	chr1:36765018-36765874|-|Gm18828-201
chr1|36813509|36813968	chr1	36813509	36813968	Enhancer	47864	chr1:36765018-36765874|-|Gm18828-201
chr1|36815009|36815539	chr1	36815009	36815539	Enhancer	49400	chr1:36765018-36765874|-|Gm18828-201
chr1|36835411|36836302	chr1	36835411	36836302	Enhancer	36188	chr1:36871903-36872045|-|Gm37506-201
chr1|36913261|36913818	chr1	36913261	36913818	Enhancer	2999	chr1:36913601-36916539|-|Gm38115-201
chr1|36934394|36936834	chr1	36934394	36936834	Enhancer	3913	chr1:36792191-36939527|-|Tmem131-201
chr1|37123308|37123569	chr1	37123308	37123569	Enhancer	9825	chr1:37132273-37133264|-|Gm37020-201
chr1|37580294|37581419	chr1	37580294	37581419	Enhancer	33402	chr1:37614259-37615372|+|4930556I23Rik-201
chr1|37614172|37615444	chr1	37614172	37615444	Promoter	0	chr1:37614259-37615372|+|4930556I23Rik-201
chr1|37617734|37618936	chr1	37617734	37618936	Enhancer	4076	chr1:37614259-37615372|+|4930556I23Rik-201
chr1|37693327|37693556	chr1	37693327	37693556	Enhancer	3222	chr1:37694447-37696664|-|Gm19863-201
chr1|37718689|37719474	chr1	37718689	37719474	Enhancer	1003	chr1:37611677-37720085|-|2010300C02Rik-203
chr1|38383948|38385018	chr1	38383948	38385018	Promoter	0	chr1:38384949-38393974|+|Gm16152-202
chr1|38454994|38455759	chr1	38454994	38455759	Enhancer	32142	chr1:38487519-38488047|+|Gm34727-201
chr1|38550111|38551056	chr1	38550111	38551056	Enhancer	63064	chr1:38487519-38488047|+|Gm34727-201
chr1|38582764|38583081	chr1	38582764	38583081	Enhancer	44262	chr1:38177326-38627185|-|Aff3-203
chr1|38624466|38626004	chr1	38624466	38626004	Enhancer	1950	chr1:38177326-38627185|-|Aff3-203
chr1|38632582|38632608	chr1	38632582	38632608	Enhancer	5410	chr1:38177326-38627185|-|Aff3-203
chr1|38634184|38634331	chr1	38634184	38634331	Enhancer	7072	chr1:38177326-38627185|-|Aff3-203
chr1|38657422|38659365	chr1	38657422	38659365	Enhancer	6561	chr1:38177327-38664955|-|Aff3-202
chr1|38660684|38661995	chr1	38660684	38661995	Enhancer	3615	chr1:38177327-38664955|-|Aff3-202
chr1|38667955|38668621	chr1	38667955	38668621	Enhancer	3333	chr1:38177327-38664955|-|Aff3-202
chr1|38669761|38671833	chr1	38669761	38671833	Enhancer	5842	chr1:38177327-38664955|-|Aff3-202
chr1|38683547|38683711	chr1	38683547	38683711	Enhancer	18674	chr1:38177327-38664955|-|Aff3-202
chr1|38748847|38749909	chr1	38748847	38749909	Enhancer	17806	chr1:38767184-38767686|+|2610300A13Rik-201
chr1|38767081|38768160	chr1	38767081	38768160	Promoter	0	chr1:38767184-38767686|+|2610300A13Rik-201
chr1|39031097|39031909	chr1	39031097	39031909	Enhancer	26134	chr1:39048648-39057637|-|Gm37821-201
chr1|39251013|39252032	chr1	39251013	39252032	Enhancer	25042	chr1:39276283-39276565|-|Gm20428-201
chr1|39370507|39370646	chr1	39370507	39370646	Enhancer	2427	chr1:39368149-39371366|+|Rpl31-206
chr1|39388407|39390274	chr1	39388407	39390274	Enhancer	21191	chr1:39368149-39371366|+|Rpl31-206
chr1|39455688|39455913	chr1	39455688	39455913	Enhancer	22899	chr1:39373316-39478700|-|Tbc1d8-204
