peakId	1_chrom	2_start	3_end	4_type	5_nearestDistanceToTSS	6_nearestTargetTSS
chr1|59172781|59173646	chr1	59172781	59173646	Enhancer	9824	chr1:59120935-59163389|-|Mpp4-203
chr1|64448574|64449343	chr1	64448574	64449343	Enhancer	5618	chr1:64454359-64454577|-|Gm28980-201
chr1|64518617|64518852	chr1	64518617	64518852	Enhancer	13910	chr1:64532645-64597695|+|Creb1-204
chr1|66896882|66897501	chr1	66896882	66897501	Enhancer	30394	chr1:66866797-66866926|+|Gm25832-201
chr1|67397949|67398412	chr1	67397949	67398412	Enhancer	140956	chr1:67257224-67257352|+|Gm26342-201
chr1|153602304|153602351	chr1	153602304	153602351	Enhancer	18345	chr1:153619604-153620673|-|Gm6652-201
chr10|122192741|122194933	chr10	122192741	122194933	Enhancer	5313	chr10:122199150-122199498|+|Gm48875-201
chr10|122224204|122225040	chr10	122224204	122225040	Enhancer	25472	chr10:122199150-122199498|+|Gm48875-201
chr10|122229703|122230602	chr10	122229703	122230602	Enhancer	31002	chr10:122199150-122199498|+|Gm48875-201
chr10|122233071|122234475	chr10	122233071	122234475	Enhancer	34623	chr10:122199150-122199498|+|Gm48875-201
chr10|122244401|122245778	chr10	122244401	122245778	Enhancer	45939	chr10:122199150-122199498|+|Gm48875-201
chr10|122249706|122250332	chr10	122249706	122250332	Enhancer	50869	chr10:122199150-122199498|+|Gm48875-201
chr10|122251602|122252012	chr10	122251602	122252012	Enhancer	52657	chr10:122199150-122199498|+|Gm48875-201
chr10|122331164|122332376	chr10	122331164	122332376	Enhancer	55122	chr10:122386892-122435033|+|Gm36041-201
chr10|122338407|122340095	chr10	122338407	122340095	Enhancer	47641	chr10:122386892-122435033|+|Gm36041-201
chr10|122346469|122346698	chr10	122346469	122346698	Enhancer	40308	chr10:122386892-122435033|+|Gm36041-201
chr10|122352811|122353746	chr10	122352811	122353746	Enhancer	33613	chr10:122386892-122435033|+|Gm36041-201
chr10|122355096|122356042	chr10	122355096	122356042	Enhancer	31323	chr10:122386892-122435033|+|Gm36041-201
chr10|122364245|122365474	chr10	122364245	122365474	Enhancer	22032	chr10:122386892-122435033|+|Gm36041-201
chr10|122697872|122699726	chr10	122697872	122699726	Enhancer	19484	chr10:122679315-122679415|+|Mir8104-201
chr10|122707892|122708895	chr10	122707892	122708895	Enhancer	29078	chr10:122679315-122679415|+|Mir8104-201
chr10|122785283|122786593	chr10	122785283	122786593	Enhancer	6545	chr10:122792055-122792483|-|Gm36208-201
chr10|122798066|122798802	chr10	122798066	122798802	Enhancer	5951	chr10:122792055-122792483|-|Gm36208-201
chr10|122814871|122815972	chr10	122814871	122815972	Enhancer	22938	chr10:122792055-122792483|-|Gm36208-201
chr10|122827032|122829187	chr10	122827032	122829187	Enhancer	35626	chr10:122792055-122792483|-|Gm36208-201
chr10|122850777|122853173	chr10	122850777	122853173	Enhancer	43393	chr10:122895368-122941449|+|Ppm1h-208
chr10|126783137|126783587	chr10	126783137	126783587	Enhancer	10348	chr10:126788864-126793710|-|4930484H19Rik-201
chr10|126793878|126796379	chr10	126793878	126796379	Enhancer	1418	chr10:126788864-126793710|-|4930484H19Rik-201
chr10|126799063|126802524	chr10	126799063	126802524	Enhancer	7083	chr10:126788864-126793710|-|4930484H19Rik-201
chr10|126813083|126813835	chr10	126813083	126813835	Enhancer	3159	chr10:126809592-126810300|-|Gm9111-201
chr10|126815227|126815297	chr10	126815227	126815297	Enhancer	4962	chr10:126809592-126810300|-|Gm9111-201
chr10|126840890|126842370	chr10	126840890	126842370	Enhancer	1129	chr10:126840375-126840501|-|Gm24179-201
chr10|126844440|126846065	chr10	126844440	126846065	Enhancer	4751	chr10:126840375-126840501|-|Gm24179-201
chr10|126850079|126851660	chr10	126850079	126851660	Enhancer	10368	chr10:126840375-126840501|-|Gm24179-201
chr10|126861071|126863511	chr10	126861071	126863511	Enhancer	21790	chr10:126840375-126840501|-|Gm24179-201
chr10|126867101|126867701	chr10	126867101	126867701	Enhancer	25712	chr10:126893113-126893908|+|Gm6333-201
chr10|126871977|126872998	chr10	126871977	126872998	Enhancer	20625	chr10:126893113-126893908|+|Gm6333-201
chr10|126876677|126879707	chr10	126876677	126879707	Enhancer	14921	chr10:126893113-126893908|+|Gm6333-201
chr10|126893856|126896819	chr10	126893856	126896819	Enhancer	2224	chr10:126893113-126893908|+|Gm6333-201
chr10|126916754|126918681	chr10	126916754	126918681	Enhancer	16362	chr10:126868427-126901355|-|Atp23-201
chr13|97902894|97903083	chr13	97902894	97903083	Enhancer	26326	chr13:97865841-97876662|-|Gm34388-201
chr13|108406224|108407882	chr13	108406224	108407882	Enhancer	90631	chr13:108316422-108388702|+|Depdc1b-205
chr13|108420814|108421317	chr13	108420814	108421317	Enhancer	77572	chr13:108498384-108498638|-|Gm27572-201
chr13|108536903|108538553	chr13	108536903	108538553	Enhancer	38758	chr13:108498775-108498970|-|Gm28016-201
chr13|108701700|108701989	chr13	108701700	108701989	Enhancer	31241	chr13:108670603-108671397|+|Rps3a3-201
chr14|54351045|54351666	chr14	54351045	54351666	Promoter	0	chr14:54349462-54351636|-|5330426L24Rik-201
chr14|119123679|119124048	chr14	119123679	119124048	Enhancer	14477	chr14:119138341-119869815|+|Hs6st3-201
chr16|85965120|85966141	chr16	85965120	85966141	Enhancer	49824	chr16:86015455-86015857|+|Gm49570-201
chr16|85971045|85972740	chr16	85971045	85972740	Enhancer	43562	chr16:86015455-86015857|+|Gm49570-201
chr16|85974442|85976703	chr16	85974442	85976703	Enhancer	39882	chr16:86015455-86015857|+|Gm49570-201
chr16|85980229|85981488	chr16	85980229	85981488	Enhancer	34596	chr16:86015455-86015857|+|Gm49570-201
chr16|85982693|85983416	chr16	85982693	85983416	Enhancer	32400	chr16:86015455-86015857|+|Gm49570-201
chr16|86033921|86034771	chr16	86033921	86034771	Enhancer	18891	chr16:86015455-86015857|+|Gm49570-201
chr16|86603275|86604635	chr16	86603275	86604635	Enhancer	154944	chr16:86758899-86759376|+|Gm49572-201
chr16|86940375|86941459	chr16	86940375	86941459	Enhancer	82880	chr16:87000927-87023797|-|Gm38477-201
chr16|86949482|86950068	chr16	86949482	86950068	Enhancer	74022	chr16:87000927-87023797|-|Gm38477-201
chr16|87021638|87022163	chr16	87021638	87022163	Enhancer	1896	chr16:87000927-87023797|-|Gm38477-201
