peakId	1_chrom	2_start	3_end	4_type	5_nearestDistanceToTSS	6_nearestTargetTSS
chr13|119608980|119610448	chr13	119608980	119610448	Enhancer	3064	chr13:119606650-119610458|+|Tmem267-204
chr16|56231352|56231533	chr16	56231352	56231533	Enhancer	27104	chr16:56204338-56273756|+|Impg2-202
chr19|47263444|47264039	chr19	47263444	47264039	Enhancer	9847	chr19:47273519-47273589|-|Mir6995-201
chr3|101730769|101731256	chr3	101730769	101731256	Enhancer	17111	chr3:101748124-101750009|+|Gm43134-201
chr3|101737492|101738614	chr3	101737492	101738614	Enhancer	10071	chr3:101748124-101750009|+|Gm43134-201
chr3|101741994|101743258	chr3	101741994	101743258	Enhancer	5498	chr3:101748124-101750009|+|Gm43134-201
chr3|101760235|101762476	chr3	101760235	101762476	Enhancer	13231	chr3:101748124-101750009|+|Gm43134-201
chr3|101824342|101825233	chr3	101824342	101825233	Enhancer	11435	chr3:101813076-101836223|-|Mab21l3-201
chr3|101861870|101863134	chr3	101861870	101863134	Enhancer	13543	chr3:101813683-101848959|-|Mab21l3-202
chr3|101908078|101908621	chr3	101908078	101908621	Enhancer	16043	chr3:101855776-101924393|-|Slc22a15-201
chr3|101914139|101914551	chr3	101914139	101914551	Enhancer	10048	chr3:101855776-101924393|-|Slc22a15-201
chr3|101932461|101934544	chr3	101932461	101934544	Enhancer	9053	chr3:101858930-101924449|-|Slc22a15-207
chr3|101954659|101955211	chr3	101954659	101955211	Enhancer	30486	chr3:101858930-101924449|-|Slc22a15-207
chr3|101962050|101963320	chr3	101962050	101963320	Enhancer	38236	chr3:101858930-101924449|-|Slc22a15-207
chr3|102017940|102019520	chr3	102017940	102019520	Enhancer	8575	chr3:102010155-102014506|+|Nhlh2-203
chr3|102025918|102026678	chr3	102025918	102026678	Enhancer	16143	chr3:102010155-102014506|+|Nhlh2-203
chr3|102072649|102074231	chr3	102072649	102074231	Enhancer	1013	chr3:102074453-102075146|+|Gm18894-201
