peakId	1_chrom	2_start	3_end	4_type	5_nearestDistanceToTSS	6_nearestTargetTSS
chr1|58194997|58197421	chr1	58194997	58197421	Enhancer	14188	chr1:58210397-58268597|+|Aox4-201
chr1|58199655|58201351	chr1	58199655	58201351	Enhancer	9894	chr1:58210397-58268597|+|Aox4-201
chr1|58202704|58203207	chr1	58202704	58203207	Enhancer	7441	chr1:58210397-58268597|+|Aox4-201
chr1|58237179|58238565	chr1	58237179	58238565	Enhancer	27475	chr1:58210397-58268597|+|Aox4-201
chr1|58239953|58242142	chr1	58239953	58242142	Enhancer	30650	chr1:58210397-58268597|+|Aox4-201
chr1|58250073|58252038	chr1	58250073	58252038	Enhancer	27270	chr1:58278326-58380259|+|Aox2-201
chr1|58259998|58261697	chr1	58259998	58261697	Enhancer	17478	chr1:58278326-58380259|+|Aox2-201
chr1|58264767|58265595	chr1	58264767	58265595	Enhancer	13145	chr1:58278326-58380259|+|Aox2-201
chr1|58267848|58270158	chr1	58267848	58270158	Enhancer	9323	chr1:58278326-58380259|+|Aox2-201
chr1|58301246|58301480	chr1	58301246	58301480	Enhancer	14293	chr1:58254117-58315656|-|Gm15759-201
chr1|58907263|58908664	chr1	58907263	58908664	Enhancer	15171	chr1:58850085-58892792|-|Gm28802-201
chr1|59185894|59186622	chr1	59185894	59186622	Enhancer	22869	chr1:59120935-59163389|-|Mpp4-203
chr1|59187955|59189036	chr1	59187955	59189036	Enhancer	25106	chr1:59120935-59163389|-|Mpp4-203
chr1|59190706|59191744	chr1	59190706	59191744	Enhancer	27836	chr1:59120935-59163389|-|Mpp4-203
chr1|62660850|62661647	chr1	62660850	62661647	Promoter	409	chr1:62660839-62661716|+|Gm11599-201
chr1|62680969|62683357	chr1	62680969	62683357	Enhancer	21122	chr1:62703285-62818695|+|Nrp2-204
chr1|62685643|62688198	chr1	62685643	62688198	Enhancer	16364	chr1:62703285-62818695|+|Nrp2-204
chr1|62735156|62737268	chr1	62735156	62737268	Enhancer	18139	chr1:62714723-62718073|-|Gm29083-201
chr1|62843797|62845994	chr1	62843797	62845994	Enhancer	12525	chr1:62821355-62832370|-|Gm4208-201
chr1|62922555|62923040	chr1	62922555	62923040	Enhancer	90427	chr1:62821355-62832370|-|Gm4208-201
chr1|63435881|63437270	chr1	63435881	63437270	Enhancer	9319	chr1:63445895-63596276|+|Adam23-201
chr1|63448171|63448585	chr1	63448171	63448585	Enhancer	2167	chr1:63446211-63592912|+|Adam23-204
chr1|63451661|63452396	chr1	63451661	63452396	Enhancer	5817	chr1:63446211-63592912|+|Adam23-204
chr1|63587266|63587467	chr1	63587266	63587467	Enhancer	11776	chr1:63575488-63575590|-|Gm22281-201
chr1|63663803|63665745	chr1	63663803	63665745	Enhancer	6694	chr1:63671468-63671971|+|Gm12748-201
chr1|63961868|63962826	chr1	63961868	63962826	Enhancer	2380	chr1:63964727-63968999|+|Gm13749-201
chr1|64398404|64399003	chr1	64398404	64399003	Enhancer	2369	chr1:64396334-64396403|+|Gm25748-201
chr1|64667543|64670294	chr1	64667543	64670294	Enhancer	18983	chr1:64649935-64652756|+|Gm29152-201
chr1|64712516|64712638	chr1	64712516	64712638	Enhancer	21232	chr1:64691345-64725640|+|Ccnyl1-201
chr1|64735813|64735947	chr1	64735813	64735947	Promoter	360	chr1:64736240-64740607|+|Gm38058-201
chr1|65111430|65113213	chr1	65111430	65113213	Enhancer	7236	chr1:65100619-65119558|-|Gm28845-201
chr1|65496041|65496670	chr1	65496041	65496670	Enhancer	25847	chr1:65470201-65470508|-|Gm28922-201
chr1|65508773|65509997	chr1	65508773	65509997	Enhancer	14690	chr1:65523671-65524075|-|Gm28728-201
chr1|65525380|65526765	chr1	65525380	65526765	Enhancer	1997	chr1:65523671-65524075|-|Gm28728-201
chr1|65569276|65571163	chr1	65569276	65571163	Enhancer	17537	chr1:65552682-65552994|+|Gm8805-201
chr1|65595963|65597654	chr1	65595963	65597654	Enhancer	44126	chr1:65552682-65552994|+|Gm8805-201
chr1|65667510|65671931	chr1	65667510	65671931	Enhancer	117038	chr1:65552682-65552994|+|Gm8805-201
chr1|65679131|65680596	chr1	65679131	65680596	Enhancer	127181	chr1:65552682-65552994|+|Gm8805-201
chr1|65683836|65685109	chr1	65683836	65685109	Enhancer	131790	chr1:65552682-65552994|+|Gm8805-201
chr1|65723468|65726059	chr1	65723468	65726059	Enhancer	172081	chr1:65552682-65552994|+|Gm8805-201
chr1|65732978|65733705	chr1	65732978	65733705	Enhancer	180659	chr1:65552682-65552994|+|Gm8805-201
chr1|65736070|65737906	chr1	65736070	65737906	Enhancer	184306	chr1:65552682-65552994|+|Gm8805-201
chr1|65745830|65747237	chr1	65745830	65747237	Enhancer	179986	chr1:65926520-65928307|+|Crygf-201
chr1|65787442|65788170	chr1	65787442	65788170	Enhancer	138714	chr1:65926520-65928307|+|Crygf-201
chr1|65818601|65820574	chr1	65818601	65820574	Enhancer	106932	chr1:65926520-65928307|+|Crygf-201
chr1|65823314|65825253	chr1	65823314	65825253	Enhancer	102236	chr1:65926520-65928307|+|Crygf-201
chr1|65831307|65832301	chr1	65831307	65832301	Enhancer	94716	chr1:65926520-65928307|+|Crygf-201
chr1|65839745|65840684	chr1	65839745	65840684	Enhancer	86305	chr1:65926520-65928307|+|Crygf-201
chr1|65853441|65855459	chr1	65853441	65855459	Enhancer	72070	chr1:65926520-65928307|+|Crygf-201
chr1|65866682|65867174	chr1	65866682	65867174	Enhancer	59592	chr1:65926520-65928307|+|Crygf-201
chr1|65894596|65895535	chr1	65894596	65895535	Enhancer	31454	chr1:65926520-65928307|+|Crygf-201
chr1|65912348|65914631	chr1	65912348	65914631	Enhancer	13030	chr1:65926520-65928307|+|Crygf-201
chr1|65919152|65921716	chr1	65919152	65921716	Enhancer	6086	chr1:65926520-65928307|+|Crygf-201
chr1|65924124|65925532	chr1	65924124	65925532	Enhancer	1692	chr1:65926520-65928307|+|Crygf-201
chr1|65961828|65962686	chr1	65961828	65962686	Enhancer	35719	chr1:65926538-65928306|+|Crygf-202
chr1|66009848|66012881	chr1	66009848	66012881	Enhancer	21560	chr1:66032183-66032925|-|Gm8809-201
chr1|66014159|66015221	chr1	66014159	66015221	Enhancer	18235	chr1:66032183-66032925|-|Gm8809-201
chr1|66031815|66034079	chr1	66031815	66034079	Promoter	0	chr1:66033085-66033425|+|Gm15659-201,chr1:66032183-66032925|-|Gm8809-201
chr1|66059001|66060301	chr1	66059001	66060301	Enhancer	3314	chr1:66062965-66063376|+|Gm8812-201
chr1|66066259|66068304	chr1	66066259	66068304	Enhancer	4316	chr1:66062965-66063376|+|Gm8812-201
chr1|66102202|66104338	chr1	66102202	66104338	Enhancer	40305	chr1:66062965-66063376|+|Gm8812-201
chr1|66105793|66106010	chr1	66105793	66106010	Enhancer	42936	chr1:66062965-66063376|+|Gm8812-201
chr1|66108633|66111443	chr1	66108633	66111443	Enhancer	47073	chr1:66062965-66063376|+|Gm8812-201
chr1|66114132|66116360	chr1	66114132	66116360	Enhancer	52281	chr1:66062965-66063376|+|Gm8812-201
chr1|66121953|66126107	chr1	66121953	66126107	Enhancer	51283	chr1:66175313-66442028|+|Map2-206
chr1|66145060|66147911	chr1	66145060	66147911	Enhancer	28827	chr1:66175313-66442028|+|Map2-206
chr1|66184457|66186018	chr1	66184457	66186018	Enhancer	9921	chr1:66175316-66442583|+|Map2-205
chr1|66207697|66211217	chr1	66207697	66211217	Enhancer	34141	chr1:66175316-66442583|+|Map2-205
chr1|66212381|66214755	chr1	66212381	66214755	Enhancer	38079	chr1:66251647-66442581|+|Map2-207
chr1|66246480|66247547	chr1	66246480	66247547	Enhancer	4633	chr1:66251647-66442581|+|Map2-207
chr1|66250772|66252654	chr1	66250772	66252654	Promoter	0	chr1:66251662-66442581|+|Map2-201,chr1:66251647-66442581|+|Map2-207
chr1|66288371|66288968	chr1	66288371	66288968	Enhancer	17219	chr1:66305889-66306025|+|Gm24729-201
chr1|66290220|66293173	chr1	66290220	66293173	Enhancer	14192	chr1:66305889-66306025|+|Gm24729-201
chr1|66297731|66298097	chr1	66297731	66298097	Enhancer	7975	chr1:66305889-66306025|+|Gm24729-201
chr1|66299600|66300496	chr1	66299600	66300496	Enhancer	5841	chr1:66305889-66306025|+|Gm24729-201
chr1|66306439|66306788	chr1	66306439	66306788	Promoter	724	chr1:66305889-66306025|+|Gm24729-201
chr1|66311384|66312653	chr1	66311384	66312653	Enhancer	6129	chr1:66305889-66306025|+|Gm24729-201
chr1|66314211|66314707	chr1	66314211	66314707	Enhancer	7260	chr1:66321719-66439188|+|Map2-204
chr1|66321670|66322634	chr1	66321670	66322634	Promoter	0	chr1:66321719-66439188|+|Map2-204
chr1|66323815|66324679	chr1	66323815	66324679	Enhancer	2528	chr1:66321719-66439188|+|Map2-204
chr1|66327748|66330109	chr1	66327748	66330109	Promoter	0	chr1:66322276-66328796|-|Gm10558-201
chr1|66335674|66336797	chr1	66335674	66336797	Enhancer	7439	chr1:66322276-66328796|-|Gm10558-201
chr1|66344893|66345346	chr1	66344893	66345346	Enhancer	16323	chr1:66322276-66328796|-|Gm10558-201
chr1|66358836|66359334	chr1	66358836	66359334	Enhancer	5570	chr1:66364655-66442583|+|Map2-202
chr1|66364671|66366526	chr1	66364671	66366526	Promoter	940	chr1:66364658-66442583|+|Map2-203
chr1|66367745|66368369	chr1	66367745	66368369	Enhancer	3399	chr1:66364658-66442583|+|Map2-203
chr1|66377273|66378176	chr1	66377273	66378176	Enhancer	13066	chr1:66364658-66442583|+|Map2-203
chr1|66383995|66385030	chr1	66383995	66385030	Enhancer	19854	chr1:66364658-66442583|+|Map2-203
chr1|66386570|66388578	chr1	66386570	66388578	Enhancer	22916	chr1:66364658-66442583|+|Map2-203
chr1|66391214|66392796	chr1	66391214	66392796	Enhancer	27347	chr1:66364658-66442583|+|Map2-203
chr1|66401474|66406817	chr1	66401474	66406817	Enhancer	31936	chr1:66436082-66436232|+|Gm25411-201
chr1|66415497|66417958	chr1	66415497	66417958	Enhancer	19354	chr1:66436082-66436232|+|Gm25411-201
chr1|66419695|66420108	chr1	66419695	66420108	Enhancer	16180	chr1:66436082-66436232|+|Gm25411-201
chr1|66425113|66427812	chr1	66425113	66427812	Enhancer	9619	chr1:66436082-66436232|+|Gm25411-201
chr1|66428967|66430076	chr1	66428967	66430076	Enhancer	6560	chr1:66436082-66436232|+|Gm25411-201
chr1|66436520|66437011	chr1	66436520	66437011	Promoter	683	chr1:66436082-66436232|+|Gm25411-201
chr1|66470257|66471308	chr1	66470257	66471308	Enhancer	2335	chr1:66468447-66695596|+|Unc80-206
chr1|66483332|66488422	chr1	66483332	66488422	Enhancer	17430	chr1:66468447-66695596|+|Unc80-206
chr1|66552036|66554245	chr1	66552036	66554245	Enhancer	84693	chr1:66468447-66695596|+|Unc80-206
chr1|66569936|66570572	chr1	66569936	66570572	Enhancer	101807	chr1:66468447-66695596|+|Unc80-206
chr1|66585215|66586280	chr1	66585215	66586280	Enhancer	106608	chr1:66690630-66692356|-|Gm37181-201
chr1|66589590|66591173	chr1	66589590	66591173	Enhancer	101974	chr1:66690630-66692356|-|Gm37181-201
chr1|66601198|66602791	chr1	66601198	66602791	Enhancer	90361	chr1:66690630-66692356|-|Gm37181-201
chr1|66608843|66610216	chr1	66608843	66610216	Enhancer	82826	chr1:66690630-66692356|-|Gm37181-201
chr1|66612573|66613778	chr1	66612573	66613778	Enhancer	79180	chr1:66690630-66692356|-|Gm37181-201
chr1|66625693|66626999	chr1	66625693	66626999	Enhancer	66010	chr1:66690630-66692356|-|Gm37181-201
chr1|66654050|66654161	chr1	66654050	66654161	Enhancer	38250	chr1:66690630-66692356|-|Gm37181-201
chr1|66655601|66657491	chr1	66655601	66657491	Enhancer	35810	chr1:66690630-66692356|-|Gm37181-201
chr1|66662575|66666608	chr1	66662575	66666608	Enhancer	27764	chr1:66690630-66692356|-|Gm37181-201
chr1|66682103|66685392	chr1	66682103	66685392	Enhancer	8608	chr1:66690630-66692356|-|Gm37181-201
chr1|66723699|66725132	chr1	66723699	66725132	Enhancer	23584	chr1:66700831-66719805|+|Rpe-201
chr1|66749455|66750333	chr1	66749455	66750333	Enhancer	18837	chr1:66765626-66768731|-|Gm37570-201
chr1|66765404|66767559	chr1	66765404	66767559	Enhancer	2249	chr1:66765626-66768731|-|Gm37570-201
chr1|66770088|66771807	chr1	66770088	66771807	Promoter	918	chr1:66769290-66771866|-|Gm38387-201
chr1|66826521|66828736	chr1	66826521	66828736	Enhancer	1714	chr1:66821226-66825914|-|Gm38218-201
chr1|66834180|66835888	chr1	66834180	66835888	Enhancer	9120	chr1:66821226-66825914|-|Gm38218-201
chr1|66841224|66843193	chr1	66841224	66843193	Enhancer	7393	chr1:66849108-66849602|-|Gm15793-201
chr1|66845160|66845517	chr1	66845160	66845517	Enhancer	4263	chr1:66849108-66849602|-|Gm15793-201
chr1|66848530|66848955	chr1	66848530	66848955	Promoter	859	chr1:66849108-66849602|-|Gm15793-201
chr1|66850106|66852570	chr1	66850106	66852570	Enhancer	1736	chr1:66849108-66849602|-|Gm15793-201
chr1|66853679|66854118	chr1	66853679	66854118	Enhancer	2742	chr1:66856641-66856703|+|Gm27934-201
chr1|66855761|66858387	chr1	66855761	66858387	Promoter	0	chr1:66856641-66856703|+|Gm27934-201
chr1|66869727|66873809	chr1	66869727	66873809	Enhancer	4971	chr1:66866797-66866926|+|Gm25832-201
chr1|66874877|66875177	chr1	66874877	66875177	Enhancer	8230	chr1:66866797-66866926|+|Gm25832-201
chr1|66879567|66883216	chr1	66879567	66883216	Enhancer	14594	chr1:66866797-66866926|+|Gm25832-201
chr1|66893491|66895663	chr1	66893491	66895663	Enhancer	27780	chr1:66866797-66866926|+|Gm25832-201
chr1|66898914|66899311	chr1	66898914	66899311	Enhancer	32315	chr1:66866797-66866926|+|Gm25832-201
chr1|66900573|66901675	chr1	66900573	66901675	Enhancer	34209	chr1:66926066-66935333|-|Myl1-203
chr1|66912265|66913775	chr1	66912265	66913775	Enhancer	22313	chr1:66926066-66935333|-|Myl1-203
chr1|66916353|66917753	chr1	66916353	66917753	Enhancer	18280	chr1:66926066-66935333|-|Myl1-203
chr1|66920811|66921712	chr1	66920811	66921712	Enhancer	14071	chr1:66926066-66935333|-|Myl1-203
chr1|66927210|66927872	chr1	66927210	66927872	Enhancer	7792	chr1:66926066-66935333|-|Myl1-203
chr1|66933482|66934423	chr1	66933482	66934423	Enhancer	1380	chr1:66926066-66935333|-|Myl1-203
chr1|66940071|66941834	chr1	66940071	66941834	Enhancer	4190	chr1:66924295-66945143|-|Myl1-201
chr1|66946144|66947130	chr1	66946144	66947130	Enhancer	1494	chr1:66924295-66945143|-|Myl1-201
chr1|66986178|66986915	chr1	66986178	66986915	Enhancer	34717	chr1:66951829-66953469|+|Gm15826-201
chr1|66988179|66990762	chr1	66988179	66990762	Enhancer	37641	chr1:66951829-66953469|+|Gm15826-201
chr1|66994552|66999731	chr1	66994552	66999731	Enhancer	41692	chr1:67003375-67038834|-|Lancl1-203
chr1|67007711|67008983	chr1	67007711	67008983	Enhancer	30487	chr1:67003375-67038834|-|Lancl1-203
chr1|67014920|67016183	chr1	67014920	67016183	Enhancer	23282	chr1:67003375-67038834|-|Lancl1-203
chr1|67020696|67021348	chr1	67020696	67021348	Enhancer	17812	chr1:67003375-67038834|-|Lancl1-203
chr1|67022656|67024300	chr1	67022656	67024300	Enhancer	15356	chr1:67003375-67038834|-|Lancl1-203
chr1|67033439|67034769	chr1	67033439	67034769	Enhancer	4730	chr1:67003375-67038834|-|Lancl1-203
chr1|67042956|67043805	chr1	67042956	67043805	Enhancer	4508	chr1:67000517-67038872|-|Lancl1-202
chr1|67045498|67049375	chr1	67045498	67049375	Enhancer	8564	chr1:67000517-67038872|-|Lancl1-202
chr1|67050843|67051973	chr1	67050843	67051973	Enhancer	12536	chr1:67000517-67038872|-|Lancl1-202
chr1|67056096|67058527	chr1	67056096	67058527	Enhancer	18439	chr1:67000517-67038872|-|Lancl1-202
