peakId	1_chrom	2_start	3_end	4_type	5_nearestDistanceToTSS	6_nearestTargetTSS
chr3|3089155|3089156	chr3	3089155	3089156	Enhancer	61398	chr3:3027658-3027757|-|Gm27460-201
chr3|4036736|4036737	chr3	4036736	4036737	Enhancer	97592	chr3:3939144-3939462|+|Gm2077-201
chr3|4150999|4151000	chr3	4150999	4151000	Enhancer	60718	chr3:4211718-4213044|+|Gm8775-201
chr3|4618501|4618502	chr3	4618501	4618502	Enhancer	30173	chr3:4648675-4648794|+|Gm37763-201
chr3|4780150|4780151	chr3	4780150	4780151	Enhancer	14052	chr3:4766098-4766371|+|Gm37801-201
chr3|5058112|5058113	chr3	5058112	5058113	Enhancer	32163	chr3:5090276-5094776|+|Gm17308-201
chr3|5735956|5735957	chr3	5735956	5735957	Enhancer	14849	chr3:5750806-5751295|+|Gm8797-201
chr3|6629412|6629413	chr3	6629412	6629413	Enhancer	8969	chr3:6615418-6620443|-|1700008P02Rik-201
chr3|6763795|6763796	chr3	6763795	6763796	Enhancer	11723	chr3:6751704-6752072|-|Olfr289-ps1-201
chr3|6889774|6889775	chr3	6889774	6889775	Enhancer	87493	chr3:6977268-6977380|+|Gm22074-201
chr3|6945247|6945248	chr3	6945247	6945248	Enhancer	32020	chr3:6977268-6977380|+|Gm22074-201
chr3|7230179|7230180	chr3	7230179	7230180	Enhancer	36969	chr3:7192778-7193210|-|Gm8823-201
chr3|7799030|7799031	chr3	7799030	7799031	Enhancer	94304	chr3:7893335-7893919|+|Gm29747-201
chr3|8721954|8721955	chr3	8721954	8721955	Enhancer	14245	chr3:8732870-8736200|-|C230057A21Rik-201
chr3|8762687|8762688	chr3	8762687	8762688	Enhancer	15863	chr3:8743682-8746824|-|Gm37647-201
chr3|8801668|8801669	chr3	8801668	8801669	Enhancer	54844	chr3:8743682-8746824|-|Gm37647-201
chr3|8997869|8997870	chr3	8997869	8997870	Enhancer	3979	chr3:8930892-8993890|-|Tpd52-206
chr3|9442361|9442362	chr3	9442361	9442362	Enhancer	39281	chr3:9403080-9413903|+|C030034L19Rik-203
chr3|10188132|10188133	chr3	10188132	10188133	Enhancer	4203	chr3:10179851-10183929|-|Pmp2-201
chr3|12495861|12495862	chr3	12495861	12495862	Enhancer	111252	chr3:12384243-12384609|-|Gm37996-201
chr3|12800249|12800250	chr3	12800249	12800250	Enhancer	55586	chr3:12855836-12858633|+|Gm8935-201
chr3|13096300|13096301	chr3	13096300	13096301	Enhancer	120941	chr3:12975359-12975701|+|Gm38317-201
chr3|13231194|13231195	chr3	13231194	13231195	Enhancer	57002	chr3:13288197-13291891|+|Gm37813-201
chr3|13269902|13269903	chr3	13269902	13269903	Enhancer	18294	chr3:13288197-13291891|+|Gm37813-201
chr3|13417834|13417835	chr3	13417834	13417835	Enhancer	11723	chr3:13429558-13429958|+|Gm37197-201
chr3|13534271|13534272	chr3	13534271	13534272	Enhancer	59675	chr3:13471906-13474596|-|Gm2464-201
chr3|13776992|13776993	chr3	13776992	13776993	Promoter	144	chr3:13776848-13777307|+|Ralyl-202
chr3|14061618|14061619	chr3	14061618	14061619	Enhancer	31856	chr3:14029482-14029762|-|Gm22026-201
chr3|14618570|14618571	chr3	14618570	14618571	Enhancer	7285	chr3:14606284-14611285|-|1810022K09Rik-202
chr3|14715491|14715492	chr3	14715491	14715492	Enhancer	6924	chr3:14722416-14729626|+|Gm5843-201
chr3|14805460|14805461	chr3	14805460	14805461	Enhancer	2886	chr3:14802356-14802574|-|Gm16399-201
chr3|14807592|14807593	chr3	14807592	14807593	Promoter	772	chr3:14766216-14808365|-|Car1-203
chr3|15355698|15355699	chr3	15355698	15355699	Enhancer	23396	chr3:15296551-15332302|-|Gm9733-201
chr3|15468119|15468120	chr3	15468119	15468120	Enhancer	41599	chr3:15371653-15426520|-|Sirpb1a-203
chr3|15937348|15937349	chr3	15937348	15937349	Enhancer	5484	chr3:15941773-15942833|-|Gm7343-201
chr3|15968056|15968057	chr3	15968056	15968057	Enhancer	25223	chr3:15941773-15942833|-|Gm7343-201
chr3|16298759|16298760	chr3	16298759	16298760	Enhancer	115523	chr3:16183236-16215006|+|Ythdf3-203
chr3|16443006|16443007	chr3	16443006	16443007	Enhancer	259770	chr3:16183236-16215006|+|Ythdf3-203
chr3|16510873|16510874	chr3	16510873	16510874	Enhancer	312438	chr3:16823249-16823312|-|Gm26485-201
chr3|16765548|16765549	chr3	16765548	16765549	Enhancer	57763	chr3:16823249-16823312|-|Gm26485-201
chr3|16810782|16810783	chr3	16810782	16810783	Enhancer	12529	chr3:16823249-16823312|-|Gm26485-201
chr3|16881050|16881051	chr3	16881050	16881051	Enhancer	57738	chr3:16823249-16823312|-|Gm26485-201
chr3|17272963|17272964	chr3	17272963	17272964	Enhancer	3507	chr3:17269456-17270794|+|Gm6350-201
chr3|17333295|17333296	chr3	17333295	17333296	Enhancer	1129	chr3:17328694-17334425|-|Gm30340-201
chr3|17474307|17474308	chr3	17474307	17474308	Enhancer	78428	chr3:17395879-17396383|+|Gm19694-201
chr3|17554852|17554853	chr3	17554852	17554853	Enhancer	115835	chr3:17670688-17671027|+|Gm38154-201
chr3|17670189|17670190	chr3	17670189	17670190	Promoter	498	chr3:17670688-17671027|+|Gm38154-201
chr3|17789187|17789188	chr3	17789187	17789188	Promoter	733	chr3:17789921-17800073|+|Mir124-2hg-204
chr3|18024348|18024349	chr3	18024348	18024349	Enhancer	15542	chr3:18008806-18010996|+|Gm5844-201
chr3|18228533|18228534	chr3	18228533	18228534	Enhancer	14804	chr3:18071950-18243338|-|Cyp7b1-201
chr3|18298111|18298112	chr3	18298111	18298112	Enhancer	1198	chr3:18299310-18304139|+|Gm43834-201
chr3|18681363|18681364	chr3	18681363	18681364	Enhancer	59201	chr3:18622162-18626141|+|Gm42944-201
chr3|18943507|18943508	chr3	18943507	18943508	Enhancer	190430	chr3:18753077-18753365|+|Gm30341-201
chr3|19002900|19002901	chr3	19002900	19002901	Enhancer	140998	chr3:19143188-19143899|-|Gm37979-201
chr3|19408501|19408502	chr3	19408501	19408502	Enhancer	77728	chr3:19330773-19331084|+|Gm22282-201
chr3|20494621|20494622	chr3	20494621	20494622	Enhancer	11586	chr3:20503098-20506208|-|Gm31466-201
chr3|21004490|21004491	chr3	21004490	21004491	Enhancer	45074	chr3:21049565-21050248|+|Gm7488-201
chr3|21046244|21046245	chr3	21046244	21046245	Enhancer	3320	chr3:21049565-21050248|+|Gm7488-201
chr3|21167833|21167834	chr3	21167833	21167834	Enhancer	53830	chr3:21113583-21114003|-|Gm43160-201
chr3|21326812|21326813	chr3	21326812	21326813	Enhancer	57722	chr3:21268372-21269090|-|Gm29137-201
chr3|22723204|22723205	chr3	22723204	22723205	Enhancer	89002	chr3:22812207-22812457|+|Gm37889-201
chr3|23248655|23248656	chr3	23248655	23248656	Enhancer	126661	chr3:23374942-23375317|-|Gm37492-201
chr3|23708725|23708726	chr3	23708725	23708726	Enhancer	247675	chr3:23461050-23521398|+|4930412E21Rik-201
chr3|24705026|24705027	chr3	24705026	24705027	Enhancer	13689	chr3:24718716-24718981|+|Gm24062-201
chr3|25570945|25570946	chr3	25570945	25570946	Enhancer	24925	chr3:25546020-25546154|+|Gm24250-201
chr3|26741864|26741865	chr3	26741864	26741865	Enhancer	104214	chr3:26637650-26927479|+|Spata16-202
chr3|27013631|27013632	chr3	27013631	27013632	Promoter	867	chr3:27012764-27012874|+|Gm37659-201
chr3|27297930|27297931	chr3	27297930	27297931	Enhancer	10743	chr3:27308406-27308674|-|Gm43345-201
chr3|28780342|28780343	chr3	28780342	28780343	Promoter	765	chr3:28702667-28781108|-|1700112D23Rik-201
chr3|28967654|28967655	chr3	28967654	28967655	Enhancer	75037	chr3:28892617-28926724|+|Gm1527-201
chr3|29757859|29757860	chr3	29757859	29757860	Enhancer	13424	chr3:29771284-29771422|+|Gm37557-201
chr3|30307303|30307304	chr3	30307303	30307304	Enhancer	32918	chr3:30272322-30274385|-|Gm38362-201
chr3|31180819|31180820	chr3	31180819	31180820	Enhancer	30899	chr3:31149920-31164324|+|Cldn11-201
chr3|31801507|31801508	chr3	31801507	31801508	Enhancer	100999	chr3:31902507-32199765|+|Kcnmb2-201
chr3|31924763|31924764	chr3	31924763	31924764	Enhancer	22060	chr3:31902703-32200178|+|Kcnmb2-203
chr3|31971517|31971518	chr3	31971517	31971518	Enhancer	16753	chr3:31954764-31957798|+|Gm37834-201
chr3|32032573|32032574	chr3	32032573	32032574	Enhancer	77809	chr3:31954764-31957798|+|Gm37834-201
chr3|32059247|32059248	chr3	32059247	32059248	Enhancer	96866	chr3:32156114-32198356|+|Kcnmb2-206
chr3|32116060|32116061	chr3	32116060	32116061	Enhancer	40053	chr3:32156114-32198356|+|Kcnmb2-206
chr3|32147033|32147034	chr3	32147033	32147034	Enhancer	9080	chr3:32156114-32198356|+|Kcnmb2-206
chr3|32628023|32628024	chr3	32628023	32628024	Enhancer	11438	chr3:32580332-32616585|-|Gnb4-205
chr3|32685744|32685745	chr3	32685744	32685745	Enhancer	22762	chr3:32708507-32726973|+|Actl6a-201
chr3|32886689|32886690	chr3	32886689	32886690	Enhancer	6081	chr3:32880011-32880608|-|Gm15574-201
chr3|33054696|33054697	chr3	33054696	33054697	Enhancer	17642	chr3:33034228-33037054|-|Gm37443-201
chr3|33079457|33079458	chr3	33079457	33079458	Enhancer	2610	chr3:32949408-33082068|-|Pex5l-205
