peakId	1_chrom	2_start	3_end	4_type	5_nearestDistanceToTSS	6_nearestTargetTSS
chr6|3200774|3200775	chr6	3200774	3200775	Enhancer	7094	chr6:3207869-3208706|+|Gm2651-201
chr6|3200779|3200780	chr6	3200779	3200780	Enhancer	7089	chr6:3207869-3208706|+|Gm2651-201
chr6|3200782|3200783	chr6	3200782	3200783	Enhancer	7086	chr6:3207869-3208706|+|Gm2651-201
chr6|3200785|3200786	chr6	3200785	3200786	Enhancer	7083	chr6:3207869-3208706|+|Gm2651-201
chr6|3200798|3200799	chr6	3200798	3200799	Enhancer	7070	chr6:3207869-3208706|+|Gm2651-201
chr6|3200830|3200831	chr6	3200830	3200831	Enhancer	7038	chr6:3207869-3208706|+|Gm2651-201
chr6|3926254|3926255	chr6	3926254	3926255	Enhancer	42121	chr6:3962595-3968376|-|Tfpi2-201
chr6|4507917|4507918	chr6	4507917	4507918	Enhancer	1830	chr6:4506087-4507878|+|Gm43921-201
chr6|5081049|5081050	chr6	5081049	5081050	Enhancer	112734	chr6:5171783-5193784|-|Pon1-203
chr6|5366037|5366038	chr6	5366037	5366038	Enhancer	17348	chr6:5383386-5433022|+|Asb4-201
chr6|5862530|5862531	chr6	5862530	5862531	Enhancer	114862	chr6:5963909-5977393|-|1700019G24Rik-201
chr6|6012479|6012480	chr6	6012479	6012480	Enhancer	35086	chr6:5963909-5977393|-|1700019G24Rik-201
chr6|6186597|6186598	chr6	6186597	6186598	Enhancer	30520	chr6:6041218-6217118|-|Slc25a13-201
chr6|6186776|6186777	chr6	6186776	6186777	Enhancer	30341	chr6:6041218-6217118|-|Slc25a13-201
chr6|6205827|6205828	chr6	6205827	6205828	Enhancer	11290	chr6:6041218-6217118|-|Slc25a13-201
chr6|6248633|6248634	chr6	6248633	6248634	Promoter	25	chr6:6248659-6281139|+|Gm20619-205
chr6|8336997|8336998	chr6	8336997	8336998	Enhancer	27138	chr6:8354056-8364136|-|Gm16055-201
chr6|8495719|8495720	chr6	8495719	8495720	Enhancer	5636	chr6:8501236-8501356|-|Gm26075-201
chr6|8495720|8495721	chr6	8495720	8495721	Enhancer	5635	chr6:8501236-8501356|-|Gm26075-201
chr6|8505317|8505318	chr6	8505317	8505318	Enhancer	3961	chr6:8501236-8501356|-|Gm26075-201
chr6|11108877|11108878	chr6	11108877	11108878	Enhancer	129239	chr6:10971560-10979638|-|AA545190-201
chr6|11495207|11495208	chr6	11495207	11495208	Enhancer	412185	chr6:11900372-11907393|-|Ndufa4-203
chr6|11495233|11495234	chr6	11495233	11495234	Enhancer	412159	chr6:11900372-11907393|-|Ndufa4-203
chr6|11718312|11718313	chr6	11718312	11718313	Enhancer	189080	chr6:11900372-11907393|-|Ndufa4-203
chr6|11791424|11791425	chr6	11791424	11791425	Enhancer	115968	chr6:11900372-11907393|-|Ndufa4-203
chr6|12077286|12077287	chr6	12077286	12077287	Enhancer	22982	chr6:12099710-12100269|-|Gm6578-202
chr6|12077287|12077288	chr6	12077287	12077288	Enhancer	22981	chr6:12099710-12100269|-|Gm6578-202
chr6|12082120|12082121	chr6	12082120	12082121	Enhancer	18148	chr6:12099710-12100269|-|Gm6578-202
chr6|12082875|12082876	chr6	12082875	12082876	Enhancer	17393	chr6:12099710-12100269|-|Gm6578-202
chr6|12082953|12082954	chr6	12082953	12082954	Enhancer	17315	chr6:12099710-12100269|-|Gm6578-202
chr6|12082954|12082955	chr6	12082954	12082955	Enhancer	17314	chr6:12099710-12100269|-|Gm6578-202
chr6|12083042|12083043	chr6	12083042	12083043	Enhancer	17226	chr6:12099710-12100269|-|Gm6578-202
chr6|12646691|12646692	chr6	12646691	12646692	Enhancer	37695	chr6:12608996-12658956|+|Gm44129-201
chr6|12874992|12874993	chr6	12874992	12874993	Enhancer	17595	chr6:12857397-12858390|+|Gm15529-201
chr6|13597376|13597377	chr6	13597376	13597377	Enhancer	10723	chr6:13580687-13608100|-|Tmem168-201
chr6|13901367|13901368	chr6	13901367	13901368	Enhancer	12080	chr6:13913155-13913448|-|Gm44412-201
chr6|14487822|14487823	chr6	14487822	14487823	Enhancer	30672	chr6:14457045-14457150|-|Gm23013-201
chr6|16402497|16402498	chr6	16402497	16402498	Enhancer	67452	chr6:16457390-16469950|-|Gm36406-202
chr6|16883693|16883694	chr6	16883693	16883694	Enhancer	14747	chr6:16833373-16898441|-|Tfec-201
chr6|16977814|16977815	chr6	16977814	16977815	Enhancer	52583	chr6:16925231-16926926|+|Gm5721-201
