peakId	1_chrom	2_start	3_end	4_type	5_nearestDistanceToTSS	6_nearestTargetTSS
chr1|3029229|3029230	chr1	3029229	3029230	Enhancer	44023	chr1:3073253-3074322|+|4933401J01Rik-201
chr1|3046317|3046318	chr1	3046317	3046318	Enhancer	26935	chr1:3073253-3074322|+|4933401J01Rik-201
chr1|3048504|3048505	chr1	3048504	3048505	Enhancer	24748	chr1:3073253-3074322|+|4933401J01Rik-201
chr1|3072449|3072450	chr1	3072449	3072450	Promoter	803	chr1:3073253-3074322|+|4933401J01Rik-201
chr1|3115563|3115564	chr1	3115563	3115564	Enhancer	13547	chr1:3102016-3102125|+|Gm26206-201
chr1|3117048|3117049	chr1	3117048	3117049	Enhancer	15032	chr1:3102016-3102125|+|Gm26206-201
chr1|3117565|3117566	chr1	3117565	3117566	Enhancer	15549	chr1:3102016-3102125|+|Gm26206-201
chr1|3132290|3132291	chr1	3132290	3132291	Enhancer	30274	chr1:3102016-3102125|+|Gm26206-201
chr1|3132383|3132384	chr1	3132383	3132384	Enhancer	30367	chr1:3102016-3102125|+|Gm26206-201
chr1|3136459|3136460	chr1	3136459	3136460	Enhancer	34443	chr1:3102016-3102125|+|Gm26206-201
chr1|3137693|3137694	chr1	3137693	3137694	Enhancer	35677	chr1:3102016-3102125|+|Gm26206-201
chr1|3148027|3148028	chr1	3148027	3148028	Enhancer	46011	chr1:3102016-3102125|+|Gm26206-201
chr1|3190449|3190450	chr1	3190449	3190450	Enhancer	62307	chr1:3252757-3253236|+|Gm18956-201
chr1|3220654|3220655	chr1	3220654	3220655	Enhancer	32102	chr1:3252757-3253236|+|Gm18956-201
chr1|3283573|3283574	chr1	3283573	3283574	Enhancer	30816	chr1:3252757-3253236|+|Gm18956-201
chr1|3291060|3291061	chr1	3291060	3291061	Enhancer	38303	chr1:3252757-3253236|+|Gm18956-201
chr1|3319261|3319262	chr1	3319261	3319262	Enhancer	49287	chr1:3365731-3368549|-|Gm37180-201
chr1|3321368|3321369	chr1	3321368	3321369	Enhancer	47180	chr1:3365731-3368549|-|Gm37180-201
chr1|3328753|3328754	chr1	3328753	3328754	Enhancer	39795	chr1:3365731-3368549|-|Gm37180-201
chr1|3344503|3344504	chr1	3344503	3344504	Enhancer	24045	chr1:3365731-3368549|-|Gm37180-201
chr1|3383656|3383657	chr1	3383656	3383657	Enhancer	5868	chr1:3375556-3377788|-|Gm37363-201
chr1|3389870|3389871	chr1	3389870	3389871	Enhancer	12082	chr1:3375556-3377788|-|Gm37363-201
chr1|3435337|3435338	chr1	3435337	3435338	Enhancer	31249	chr1:3466587-3513553|+|Gm1992-201
chr1|3452901|3452902	chr1	3452901	3452902	Enhancer	13685	chr1:3466587-3513553|+|Gm1992-201
chr1|3466687|3466688	chr1	3466687	3466688	Promoter	100	chr1:3466587-3513553|+|Gm1992-201
chr1|3487869|3487870	chr1	3487869	3487870	Enhancer	20584	chr1:3464977-3467285|-|Gm37686-201
chr1|3533460|3533461	chr1	3533460	3533461	Enhancer	1665	chr1:3531795-3532720|+|Gm7341-201
chr1|3534624|3534625	chr1	3534624	3534625	Enhancer	2829	chr1:3531795-3532720|+|Gm7341-201
chr1|3581927|3581928	chr1	3581927	3581928	Enhancer	13975	chr1:3592892-3595903|-|Gm38148-201
chr1|3607743|3607744	chr1	3607743	3607744	Enhancer	11840	chr1:3592892-3595903|-|Gm38148-201
chr1|3650285|3650286	chr1	3650285	3650286	Enhancer	8618	chr1:3647309-3658904|-|Gm19938-201
chr1|3654256|3654257	chr1	3654256	3654257	Enhancer	4647	chr1:3647309-3658904|-|Gm19938-201
chr1|3654379|3654380	chr1	3654379	3654380	Enhancer	4524	chr1:3647309-3658904|-|Gm19938-201
chr1|3668114|3668115	chr1	3668114	3668115	Enhancer	3383	chr1:3214482-3671498|-|Xkr4-201
chr1|3669207|3669208	chr1	3669207	3669208	Enhancer	2290	chr1:3214482-3671498|-|Xkr4-201
chr1|3690579|3690580	chr1	3690579	3690580	Enhancer	10424	chr1:3680155-3681788|+|Gm10568-201
chr1|3691999|3692000	chr1	3691999	3692000	Enhancer	11844	chr1:3680155-3681788|+|Gm10568-201
chr1|3703392|3703393	chr1	3703392	3703393	Enhancer	23237	chr1:3680155-3681788|+|Gm10568-201
chr1|3708023|3708024	chr1	3708023	3708024	Enhancer	27868	chr1:3680155-3681788|+|Gm10568-201
chr1|3722126|3722127	chr1	3722126	3722127	Enhancer	29883	chr1:3752010-3754360|+|Gm38385-201
